timestamp,region,latency_ms,bandwidth_mbps,packet_loss_pct,fps,jitter_ms,player_count
2024-01-01 00:25:01,Mumbai,122.68,72.09,10.339,89.1,14.95,1374
2024-01-01 00:24:53,Jakarta,45.51,86.01,0.775,110.6,5.38,2865
2024-01-01 00:01:04,Sydney,93.48,78.61,1.719,98.3,27.76,2551
2024-01-01 00:09:09,Singapore,24.58,95.84,0.211,109.3,14.18,1939
2024-01-01 00:22:32,Singapore,28.2,90.91,0.946,117.1,5.27,4876
2024-01-01 00:20:28,Tokyo,25.89,91.58,0.369,111.1,13.78,549
2024-01-01 00:14:46,Seoul,32.04,91.04,0.658,111.2,1.13,1992
2024-01-01 00:15:36,Singapore,51.75,89.37,0.72,111.4,8.81,3928
2024-01-01 00:18:10,Mumbai,68.45,93.35,1.358,106.5,2.67,570
2024-01-01 00:24:24,Singapore,37.1,100.46,0.405,105.0,13.52,450
2024-01-01 00:05:11,Tokyo,36.62,93.94,0.402,109.3,12.47,597
2024-01-01 00:00:50,Tokyo,35.74,86.31,1.261,111.4,10.38,1808
2024-01-01 00:16:43,Tokyo,111.25,72.87,3.62,93.8,15.26,3852
2024-01-01 00:03:08,Sydney,46.04,97.72,0.656,104.7,50.0,1776
2024-01-01 00:12:45,Mumbai,46.68,92.76,0.752,113.3,22.61,450
2024-01-01 00:08:15,Jakarta,32.17,98.35,0.895,108.3,3.29,3741
2024-01-01 00:07:36,Singapore,53.22,91.39,0.526,101.7,18.66,4922
2024-01-01 00:01:16,Sydney,57.9,88.36,0.519,104.9,14.98,4251
2024-01-01 00:16:35,Jakarta,46.68,93.93,0.752,98.1,6.99,358
2024-01-01 00:11:48,Seoul,16.73,95.12,0.372,109.2,7.3,124
2024-01-01 00:20:19,Seoul,68.9,89.27,0.42,96.1,1.5,1577
2024-01-01 00:08:59,Seoul,28.0,92.03,0.55,112.3,7.58,4703
2024-01-01 00:25:19,Tokyo,16.23,91.69,0.0,112.4,15.29,1305
2024-01-01 00:08:15,Seoul,30.67,88.39,0.524,112.7,5.26,235
2024-01-01 00:12:25,Tokyo,27.41,96.55,0.241,117.1,2.72,4155
2024-01-01 00:19:16,Mumbai,58.18,95.62,1.564,104.7,19.92,4213
2024-01-01 00:19:10,Singapore,32.8,87.67,0.692,105.4,50.0,924
2024-01-01 00:26:58,Singapore,33.57,82.71,0.774,119.8,4.12,4499
2024-01-01 00:23:03,Tokyo,26.32,100.21,0.303,115.1,3.38,4594
2024-01-01 00:08:30,Mumbai,89.52,77.62,1.604,100.2,12.33,4814
2024-01-01 00:20:18,Sydney,77.7,84.12,1.561,98.5,8.82,1542
2024-01-01 00:19:17,Tokyo,50.31,83.74,0.873,106.3,14.71,438
2024-01-01 00:09:40,Tokyo,22.53,96.58,0.154,119.7,0.0,2217
2024-01-01 00:01:36,Mumbai,70.18,87.43,0.588,98.5,23.18,515
2024-01-01 00:07:00,Sydney,75.83,84.35,0.87,109.1,0.22,2129
2024-01-01 00:01:26,Seoul,44.36,94.21,1.075,106.6,14.49,4602
2024-01-01 00:10:21,Jakarta,187.74,54.03,9.227,71.9,50.0,2397
2024-01-01 00:01:59,Mumbai,76.84,85.9,1.276,97.7,6.16,2082
2024-01-01 00:25:49,Sydney,43.93,94.12,0.666,106.8,33.71,1586
2024-01-01 00:00:38,Tokyo,40.84,89.18,0.706,110.3,13.78,2672
2024-01-01 00:00:33,Mumbai,49.77,91.72,1.592,101.1,50.0,124
2024-01-01 00:16:04,Jakarta,56.99,93.91,0.76,109.0,21.46,3007
2024-01-01 00:27:29,Sydney,102.16,78.65,4.804,89.2,20.1,132
2024-01-01 00:25:13,Mumbai,224.97,49.8,10.141,54.7,50.0,1804
2024-01-01 00:26:46,Mumbai,57.16,79.03,0.88,94.1,11.81,1672
2024-01-01 00:07:59,Jakarta,45.12,97.06,0.207,103.8,14.76,1040
2024-01-01 00:03:31,Seoul,43.08,98.1,0.626,111.0,0.09,3430
2024-01-01 00:27:31,Sydney,77.7,91.42,1.344,103.2,16.23,2943
2024-01-01 00:21:01,Seoul,22.99,89.98,0.057,117.8,4.43,3568
2024-01-01 00:21:31,Sydney,125.02,77.91,5.954,86.7,3.84,547
2024-01-01 00:02:43,Jakarta,70.05,84.85,1.134,105.9,5.47,1143
2024-01-01 00:01:18,Seoul,38.85,88.53,0.111,107.7,6.69,4718
2024-01-01 00:23:08,Jakarta,47.53,91.87,0.494,111.7,8.56,1708
2024-01-01 00:26:08,Mumbai,34.57,96.1,1.308,111.4,23.92,151
2024-01-01 00:00:31,Mumbai,84.55,81.5,1.372,95.0,29.62,1846
2024-01-01 00:22:04,Seoul,108.13,64.76,4.709,93.6,3.85,1593
2024-01-01 00:02:24,Jakarta,53.68,93.32,0.906,102.1,13.04,4933
2024-01-01 00:00:29,Mumbai,58.67,78.15,1.051,103.8,5.17,3409
2024-01-01 00:20:17,Seoul,61.53,88.87,0.603,103.3,6.35,614
2024-01-01 00:14:27,Sydney,72.06,79.38,1.226,95.9,4.03,2369
2024-01-01 00:12:15,Mumbai,58.96,79.92,1.342,106.4,7.13,3595
2024-01-01 00:20:45,Jakarta,38.96,92.77,0.429,110.7,16.84,3473
2024-01-01 00:01:46,Mumbai,89.81,88.83,2.168,96.5,16.14,1420
2024-01-01 00:15:44,Sydney,174.35,74.87,5.681,73.2,14.46,223
2024-01-01 00:18:54,Seoul,39.48,92.82,0.67,108.2,2.11,3745
2024-01-01 00:25:24,Sydney,135.06,75.49,3.534,81.2,16.19,409
2024-01-01 00:25:36,Seoul,18.09,92.76,0.143,115.5,50.0,2832
2024-01-01 00:16:33,Mumbai,61.18,87.01,1.5,104.4,4.24,4900
2024-01-01 00:24:13,Mumbai,81.22,91.62,1.331,96.3,28.15,1298
2024-01-01 00:06:13,Sydney,90.06,79.75,2.061,99.3,12.34,432
2024-01-01 00:20:45,Seoul,27.1,91.66,0.45,107.4,9.58,4342
2024-01-01 00:06:00,Mumbai,133.34,71.31,7.206,83.2,15.95,3562
2024-01-01 00:05:04,Mumbai,67.24,84.24,1.75,103.4,6.63,1602
2024-01-01 00:00:05,Tokyo,27.72,96.88,0.662,107.2,14.11,599
2024-01-01 00:14:11,Singapore,31.24,97.84,0.18,116.2,10.24,129
2024-01-01 00:26:45,Sydney,65.74,83.64,0.565,100.0,0.52,3546
2024-01-01 00:24:22,Sydney,51.72,78.96,1.237,110.7,4.91,3694
2024-01-01 00:11:03,Tokyo,24.94,93.9,0.475,120.4,6.01,1264
2024-01-01 00:03:51,Singapore,54.92,95.45,0.958,110.4,6.0,4793
2024-01-01 00:11:42,Sydney,78.1,92.11,1.135,97.8,0.72,4104
2024-01-01 00:04:48,Jakarta,53.94,89.99,1.186,105.5,18.7,1286
2024-01-01 00:13:26,Sydney,98.49,87.26,1.685,84.7,15.89,3960
2024-01-01 00:14:29,Tokyo,37.35,91.51,0.576,112.7,5.14,3966
2024-01-01 00:10:21,Mumbai,55.66,90.29,0.991,101.5,16.2,427
2024-01-01 00:10:23,Tokyo,22.98,100.75,0.726,114.7,43.06,1328
2024-01-01 00:26:21,Tokyo,30.18,107.72,0.0,116.2,1.34,4813
2024-01-01 00:11:53,Mumbai,56.94,85.61,0.303,101.7,12.01,168
2024-01-01 00:15:42,Sydney,137.05,76.97,5.643,83.2,16.03,383
2024-01-01 00:04:25,Tokyo,197.43,61.05,8.975,64.8,50.0,681
2024-01-01 00:15:35,Tokyo,46.13,88.55,0.611,106.3,1.57,4962
2024-01-01 00:16:05,Sydney,73.91,88.95,0.922,94.0,41.82,868
2024-01-01 00:14:10,Singapore,40.6,86.52,0.612,113.4,4.46,3607
2024-01-01 00:19:42,Tokyo,40.45,90.07,1.325,110.4,3.07,1643
2024-01-01 00:00:34,Sydney,64.13,89.37,1.458,101.7,3.65,4770
2024-01-01 00:21:15,Jakarta,74.52,89.3,1.202,97.3,33.38,4990
2024-01-01 00:16:10,Mumbai,70.15,84.79,1.607,108.4,18.77,548
2024-01-01 00:20:28,Singapore,60.06,92.69,1.012,111.9,21.49,3331
2024-01-01 00:10:34,Sydney,81.73,86.84,1.339,100.0,18.37,4485
2024-01-01 00:02:08,Singapore,212.35,57.97,5.255,63.6,17.88,3500
2024-01-01 00:04:19,Mumbai,78.57,78.49,0.845,94.3,2.99,2448
2024-01-01 00:22:52,Mumbai,35.52,89.25,0.165,114.4,36.21,2153
2024-01-01 00:02:07,Tokyo,39.13,88.63,0.805,114.6,11.33,2085
2024-01-01 00:08:07,Mumbai,41.93,89.5,0.597,113.6,5.89,2048
2024-01-01 00:22:35,Jakarta,61.17,87.74,0.991,108.1,1.91,4282
2024-01-01 00:08:38,Mumbai,54.25,91.26,1.059,113.7,12.2,1235
2024-01-01 00:06:26,Sydney,101.43,82.3,6.101,100.5,10.37,3130
2024-01-01 00:05:11,Mumbai,80.32,82.57,1.44,97.3,15.51,1848
2024-01-01 00:00:04,Jakarta,59.64,95.09,1.266,100.1,4.09,3633
2024-01-01 00:24:20,Tokyo,30.75,91.36,0.634,107.8,11.8,3246
2024-01-01 00:05:57,Jakarta,59.83,87.73,0.781,106.4,0.26,1963
2024-01-01 00:22:35,Mumbai,21.72,95.38,0.291,106.6,24.87,2925
2024-01-01 00:26:19,Singapore,115.38,81.37,8.466,92.9,50.0,3104
2024-01-01 00:11:09,Jakarta,43.71,80.5,0.814,103.5,4.75,1762
2024-01-01 00:27:30,Mumbai,65.83,91.14,1.091,101.4,23.58,1274
2024-01-01 00:25:57,Tokyo,16.37,99.09,0.092,119.8,18.76,3526
2024-01-01 00:05:42,Sydney,89.94,77.79,1.641,99.5,24.83,3189
2024-01-01 00:15:08,Singapore,113.6,87.44,9.281,91.9,50.0,114
2024-01-01 00:17:38,Singapore,52.78,93.57,0.846,105.5,6.0,4065
2024-01-01 00:13:57,Seoul,26.63,93.5,0.392,119.0,3.37,2195
2024-01-01 00:18:45,Seoul,70.01,86.62,1.099,94.4,50.0,2177
2024-01-01 00:19:11,Seoul,31.92,81.83,0.669,109.0,4.91,727
2024-01-01 00:04:35,Singapore,47.59,81.99,0.989,115.2,50.0,4802
2024-01-01 00:18:24,Tokyo,37.98,89.78,0.399,108.3,50.0,3338
2024-01-01 00:25:01,Jakarta,112.51,78.82,3.361,81.5,16.66,2460
2024-01-01 00:09:24,Jakarta,66.9,95.05,1.165,107.1,38.48,4235
2024-01-01 00:20:22,Sydney,81.94,82.51,1.135,99.1,27.75,1529
2024-01-01 00:24:44,Seoul,27.89,97.49,0.0,116.9,0.76,1478
2024-01-01 00:15:58,Mumbai,74.96,87.05,1.165,94.6,50.0,3696
2024-01-01 00:06:56,Mumbai,78.63,87.67,1.472,94.0,28.39,4239
2024-01-01 00:09:48,Jakarta,56.0,88.5,1.18,105.5,6.55,809
2024-01-01 00:00:59,Seoul,32.01,91.04,1.157,102.4,3.75,1714
2024-01-01 00:07:35,Tokyo,103.23,76.49,5.713,86.4,8.28,1668
2024-01-01 00:12:19,Tokyo,20.65,92.13,0.087,119.7,13.58,4923
2024-01-01 00:18:31,Mumbai,71.23,81.83,0.857,99.9,5.09,3540
2024-01-01 00:06:20,Sydney,86.87,87.75,1.798,92.5,14.31,3722
2024-01-01 00:13:45,Jakarta,145.03,77.93,5.638,73.4,11.83,4121
2024-01-01 00:12:28,Tokyo,38.7,84.4,0.58,117.1,14.51,3540
2024-01-01 00:11:20,Seoul,22.74,92.67,0.346,111.5,4.44,3772
2024-01-01 00:02:51,Sydney,82.47,83.79,1.715,96.2,24.65,2562
2024-01-01 00:01:20,Mumbai,63.04,89.75,0.942,108.1,20.83,3423
2024-01-01 00:12:03,Singapore,142.91,72.11,5.411,80.5,50.0,1609
2024-01-01 00:17:59,Seoul,132.43,75.41,7.952,80.7,50.0,3990
2024-01-01 00:11:32,Singapore,25.16,104.54,0.575,120.2,26.19,1802
2024-01-01 00:21:17,Mumbai,62.6,97.83,0.75,94.8,23.41,695
2024-01-01 00:20:40,Tokyo,36.45,92.09,0.358,107.8,1.24,1933
2024-01-01 00:27:40,Mumbai,75.43,92.61,1.422,100.8,1.86,3071
2024-01-01 00:01:49,Tokyo,44.41,92.96,1.435,109.9,50.0,4496
2024-01-01 00:18:37,Jakarta,71.33,90.49,1.406,98.5,18.7,1661
2024-01-01 00:01:32,Mumbai,57.97,89.98,0.522,101.4,50.0,2126
2024-01-01 00:10:31,Jakarta,34.33,85.16,0.555,104.7,7.06,2620
2024-01-01 00:02:42,Seoul,36.44,93.47,0.329,101.2,3.98,3787
2024-01-01 00:23:59,Seoul,28.34,98.91,0.379,113.7,0.77,1955
2024-01-01 00:05:58,Sydney,74.7,91.93,1.201,97.6,4.7,177
2024-01-01 00:15:59,Singapore,97.53,80.5,1.781,93.2,5.29,1801
2024-01-01 00:20:24,Mumbai,59.63,98.04,1.256,98.3,7.67,887
2024-01-01 00:14:20,Sydney,80.35,81.92,1.138,98.4,1.11,1804
2024-01-01 00:13:52,Singapore,48.8,83.09,0.781,107.2,11.72,1585
2024-01-01 00:18:18,Jakarta,74.2,92.25,1.199,107.8,7.92,1341
2024-01-01 00:08:43,Singapore,29.04,94.68,0.36,110.2,4.34,449
2024-01-01 00:26:00,Jakarta,43.36,92.32,0.393,106.7,11.55,833
2024-01-01 00:07:39,Sydney,60.35,87.69,1.321,107.0,18.33,3718
2024-01-01 00:15:39,Sydney,144.84,61.82,4.93,87.9,16.46,1957
2024-01-01 00:02:17,Sydney,116.14,85.57,4.6,94.9,46.24,2448
2024-01-01 00:01:56,Tokyo,35.23,98.04,0.0,109.9,12.14,3121
2024-01-01 00:01:20,Tokyo,36.88,88.16,0.597,114.4,3.24,4557
2024-01-01 00:25:12,Mumbai,121.0,67.54,8.984,87.7,7.7,4755
2024-01-01 00:05:40,Jakarta,64.02,95.05,0.884,105.1,12.4,1847
2024-01-01 00:19:48,Mumbai,71.03,83.89,1.127,100.1,9.25,4810
2024-01-01 00:11:55,Jakarta,51.3,96.09,0.501,110.5,10.92,4653
2024-01-01 00:01:09,Jakarta,58.0,92.91,0.331,111.9,50.0,4299
2024-01-01 00:11:24,Tokyo,68.92,90.85,0.742,96.8,3.71,4110
2024-01-01 00:13:14,Mumbai,44.16,92.44,0.498,112.2,2.94,2200
2024-01-01 00:04:28,Sydney,84.35,79.03,1.794,96.8,11.2,1811
2024-01-01 00:23:28,Tokyo,21.91,100.56,0.422,115.2,5.11,3387
2024-01-01 00:24:06,Mumbai,43.69,90.97,0.754,107.7,0.0,584
2024-01-01 00:19:41,Tokyo,37.68,94.61,1.085,103.4,6.98,4918
2024-01-01 00:01:32,Tokyo,38.02,82.33,0.356,104.9,2.68,1958
2024-01-01 00:02:06,Seoul,76.2,76.11,1.097,104.1,6.97,4751
2024-01-01 00:01:28,Mumbai,59.81,82.89,1.092,103.8,10.42,3293
2024-01-01 00:17:27,Tokyo,49.78,83.34,0.506,107.7,0.4,1978
2024-01-01 00:11:04,Sydney,71.07,80.07,1.104,103.6,4.15,4905
2024-01-01 00:13:17,Tokyo,201.18,57.41,8.064,60.2,50.0,2988
2024-01-01 00:14:47,Jakarta,55.6,95.84,0.847,111.5,17.96,372
2024-01-01 00:14:24,Jakarta,64.45,80.08,1.323,107.9,10.47,3229
2024-01-01 00:09:26,Singapore,33.29,92.66,0.857,117.0,4.67,1363
2024-01-01 00:22:16,Singapore,20.57,93.89,0.088,109.1,27.53,1204
2024-01-01 00:16:37,Seoul,37.25,101.2,0.401,108.6,2.35,4971
2024-01-01 00:21:17,Tokyo,27.89,99.61,1.252,108.2,8.8,1253
2024-01-01 00:08:39,Sydney,74.1,81.7,0.753,104.6,24.4,508
2024-01-01 00:14:40,Jakarta,57.71,97.5,0.576,108.4,50.0,1575
2024-01-01 00:11:52,Seoul,25.7,105.41,0.25,114.1,4.19,2200
2024-01-01 00:15:39,Tokyo,42.86,89.92,0.574,114.4,3.91,2211
2024-01-01 00:10:40,Sydney,70.6,85.51,0.865,108.1,2.93,4126
2024-01-01 00:00:48,Seoul,93.02,86.98,1.323,108.0,50.0,1488
2024-01-01 00:23:58,Tokyo,15.84,98.89,0.186,121.6,12.37,2209
2024-01-01 00:02:56,Tokyo,51.29,81.92,1.205,116.6,13.7,403
2024-01-01 00:12:50,Sydney,95.41,79.04,1.701,98.4,24.6,3159
2024-01-01 00:17:36,Mumbai,69.63,85.57,0.662,95.8,7.47,2163
2024-01-01 00:21:39,Sydney,86.54,81.97,1.082,97.0,2.78,4307
2024-01-01 00:00:22,Seoul,35.02,94.0,0.208,108.2,4.29,4367
2024-01-01 00:14:16,Jakarta,61.44,82.9,0.763,102.4,10.48,3141
2024-01-01 00:01:48,Mumbai,70.37,80.21,0.894,96.3,1.31,1623
2024-01-01 00:02:50,Seoul,43.63,92.16,0.501,119.7,7.63,1929
2024-01-01 00:22:51,Singapore,28.17,104.95,0.433,111.0,4.82,3791
2024-01-01 00:16:40,Jakarta,51.37,96.28,0.336,113.2,9.89,2661
2024-01-01 00:23:45,Sydney,65.23,81.82,1.218,102.4,10.64,4789
2024-01-01 00:12:09,Seoul,18.68,100.81,0.111,116.8,6.49,106
2024-01-01 00:21:43,Sydney,67.25,84.46,0.844,114.0,0.16,4577
2024-01-01 00:21:50,Mumbai,55.24,78.86,1.356,100.1,5.68,4088
2024-01-01 00:23:57,Seoul,17.57,87.77,0.217,113.7,4.05,2122
2024-01-01 00:11:10,Jakarta,50.19,85.3,0.946,106.6,7.84,4296
2024-01-01 00:10:23,Mumbai,66.15,86.88,0.569,97.5,5.82,2961
2024-01-01 00:01:21,Singapore,48.22,89.2,0.891,106.6,13.2,3507
2024-01-01 00:13:24,Seoul,20.72,94.83,0.421,110.9,50.0,2180
2024-01-01 00:10:53,Seoul,21.39,97.85,0.195,111.9,6.86,696
2024-01-01 00:12:12,Tokyo,20.63,95.02,0.775,112.6,8.73,3415
2024-01-01 00:15:22,Sydney,82.31,78.55,1.419,100.8,3.78,3794
2024-01-01 00:08:19,Singapore,52.2,81.73,0.646,109.9,8.39,4854
2024-01-01 00:14:43,Tokyo,32.7,91.98,0.782,107.7,2.42,3137
2024-01-01 00:26:46,Singapore,36.79,85.47,1.299,109.5,8.64,3067
2024-01-01 00:23:06,Jakarta,48.1,97.9,1.226,107.9,4.65,2835
2024-01-01 00:13:28,Tokyo,38.11,90.05,0.595,114.8,3.63,529
2024-01-01 00:26:02,Mumbai,23.89,106.26,0.0,117.9,18.76,4895
2024-01-01 00:04:48,Singapore,47.99,87.81,1.309,105.6,4.26,2619
2024-01-01 00:13:40,Seoul,33.95,96.47,0.0,111.3,1.04,4882
2024-01-01 00:21:40,Seoul,24.22,94.37,0.448,115.0,0.68,920
2024-01-01 00:08:43,Tokyo,28.88,96.82,0.644,120.5,0.06,1111
2024-01-01 00:23:39,Jakarta,52.22,81.41,0.966,108.0,50.0,3448
2024-01-01 00:00:37,Jakarta,50.52,89.56,1.139,113.3,3.57,1017
2024-01-01 00:12:13,Sydney,83.06,83.4,1.319,98.0,6.22,2240
2024-01-01 00:13:34,Jakarta,53.33,81.33,0.925,105.7,7.49,2328
2024-01-01 00:26:39,Mumbai,46.49,93.5,1.164,98.3,10.08,511
2024-01-01 00:02:39,Singapore,130.01,71.38,6.41,95.2,3.95,1453
